"","BAM","PA_CF_ATM","PA_RH","PA_Temp","hour","h2o_dl","cvpreds","h2o_dl_m"
"21",16.1,14.46122223,51.88888889,81.93333333,"20",11.1521005865726,15.1140210384746,14.4864084470263
"22",6.9,10.753,61.26666667,78.24444444,"21",5.31074612739808,11.1226127686919,10.6699555171118
"23",15.5,19.62593024,56.8372093,78.3255814,"22",13.4248412033062,15.3479416399631,15.7503912512196
"24",25.3,26.24122223,57.44444444,77.57777778,"23",16.7439859992192,18.2262857797688,17.7586281688032
"25",19,23.632,58.11111111,77.82222222,"0",14.3837832686353,15.8006370862199,16.024860569835
"26",13.5,12.99644444,59.33333333,77.28888889,"1",6.01284490602189,10.044599809106,10.6164127939094
"27",11.6,13.85088889,62.04444444,77,"2",6.43886687970556,8.97061255061658,10.3341788067059
"28",16.2,17.41333333,63.04444444,76.4,"3",8.38447799282881,11.9635968393773,12.352429654254
"29",15.8,15.684,63.35555556,76.02222222,"4",7.61889397905994,12.0403164773203,11.3449262762067
"30",21.3,21.56755556,63.84444444,75.4,"5",12.2749752324143,14.6850397903878,14.5441928184578
"31",18.6,30.70288889,66.13333333,75.17777778,"6",18.6640221092287,20.4528863262583,18.8524673675761
"32",26.7,38.52733333,64,77.02222222,"7",24.3676408997858,23.2147686370231,22.9339378890657
"33",26.9,35.755,58.71111111,80.06666667,"8",23.3150486312209,23.0952743264935,20.2973464677944
"34",20.6,24.26544445,49.08888889,85.08888889,"9",14.8125678156207,16.236669712101,15.5205455756696
"35",16.5,13.18811111,41.17777778,89.66666667,"10",7.47848097901975,11.3605064262415,10.9286043380417
"36",14.1,16.25344445,34.8,93,"11",12.6758052143651,13.0831848181172,13.1831933208111
"37",16.6,15.83333333,31.71111111,94.93333333,"12",11.6479695599227,12.8290091981953,13.0921612697082
"38",13.5,11.64188889,28.02222222,97.88888889,"13",9.60516574237468,12.6416569265434,11.3161004375531
"39",19.2,13.93411111,29.31111111,97.6,"14",10.9889316642702,13.4204040285246,13.036749521645
"40",19,18.17022222,30.42222222,95.95555556,"15",15.3710596846987,16.7378306783686,16.1159342315153
"41",17.1,15.02077778,28.93333333,96.66666667,"16",14.0282998937198,14.2633841926538,14.9279315706575
"42",21.1,15.11644445,30.26666667,95.31111111,"17",14.4740051598261,15.1369140456147,15.7111610589847
"43",17.3,16.92488889,47.6,87.68888889,"18",14.3873325971659,15.9048587435641,16.6950258520075
"44",19,23.14155556,56.37777778,82.97777778,"19",17.4676386373147,20.4905669181364,18.5151299375333
"45",25.4,25.97544445,52.86666667,83,"20",19.6670972596157,20.4465001246046,20.3537000991966
"46",19.3,18.62266667,50.55555556,83,"21",13.2049305191153,15.7690584550929,15.974194314741
"47",15.7,18.33377778,53.84444444,81.97777778,"22",13.5861885657116,16.2634790474674,15.9295696427046
"48",12.4,16.00177778,54.62222222,81,"23",10.2926014734883,13.8627430393643,13.4541378224005
"49",13.8,15.27511364,55.02272727,80.56818182,"0",9.37880994429356,12.312606737248,12.763219978431
"50",19.1,15.86844444,56.42222222,79.71111111,"1",8.84353697541741,12.8397981673484,12.4922393065923
"51",11.3,12.61311111,59.08888889,78.64444444,"2",6.17640785510076,11.2496744213278,10.1313046748091
"52",15.2,12.59211111,60.84444444,78,"3",5.44964284195343,8.94757994782361,10.4694689062209
"53",10.5,10.23711112,60.57777778,78.08888889,"4",4.37404911890209,8.02990075101038,9.20559530507255
"54",13.6,13.99144445,62.11111111,77.55555556,"5",7.47427956226562,11.9007807472687,11.4124263259963
"55",17.5,24.21722223,64.13333333,77.11111111,"6",14.7568582345458,17.2918990406303,16.2025661609082
"56",21.7,29.986,63.06666667,78.04444444,"7",19.1016167230892,18.9334788352491,18.7873117467716
"57",21.7,28.78233334,58.86666667,80.02222222,"8",17.1884584796674,19.6033908254117,17.024982015784
"58",23.7,23.24177778,49.42222222,85.4,"9",14.0538750358137,16.2115165225424,15.04549363803
"59",14,22.58411111,47.6,86.33333333,"10",13.8613836344135,15.4439369826133,14.9133212740396
"60",17.5,19.94966667,41.33333333,90.33333333,"11",15.0621615096425,15.4423523272295,14.6989489334452
"61",13.1,15.37455556,38.64444444,91.46666667,"12",11.0574616354356,12.7501379055702,12.8041902975127
"62",15.4,16.29566667,35.13333333,94.24444444,"13",12.8689348700776,15.2517346836304,13.4447899886909
"63",20.7,15.20822223,31.71111111,96.2,"14",11.8976228058057,14.351894641411,13.6220570308804
"64",21.7,17.92111111,32.04444444,96.13333333,"15",15.2624349453209,16.9680757296144,16.0439844578288
"65",24.8,20.005,32.17777778,95.88888889,"16",17.532819339073,17.0348637516401,17.4236860136991
"66",23.7,19.12022223,34.26666667,93.4,"17",17.2672462877564,17.1158284134067,17.6311223437397
"67",26.9,30.39622223,36.91111111,91.35555556,"18",25.4970154199195,24.0743666386447,23.92444113875
"68",22.4,25.33944445,40.88888889,88.88888889,"19",21.6743669164778,20.7282934418599,20.3042351900063
"69",21.9,18.92688889,47.13333333,85.4,"20",15.4340018593511,18.9107975068723,17.1712349084739
"70",12.1,16.91133334,55.51111111,81.15555556,"21",11.0244804327147,14.1655776838569,14.4688620159606
"71",20.5,21.99188889,57.82222222,81.68888889,"22",15.7738841932516,17.439718942008,17.3905282954569
"72",17.8,16.78611111,55.22222222,82.28888889,"23",11.082782310789,14.3486930793658,13.9511171196708
"73",16.2,16.58966667,54.77777778,81.42222222,"0",10.5115656775049,13.4885658699533,13.4826989606047
"74",12.5,13.48188889,58.95555556,80.2,"1",6.94125408171615,9.83400230815309,11.2570377329153
"75",12.3,12.95066667,61.04444444,78.84444444,"2",6.24630430094527,9.55621145982305,10.2103161507241
"76",11.4,13.21277778,61.55555556,78.11111111,"3",5.8419290574858,10.1209965409453,10.7238523043351
"77",11.4,12.43930233,63.62790698,77.72093023,"4",5.56271858266141,8.78383804706426,10.0014620160448
"78",13.1,17.01207318,64.92682927,77,"5",9.24526288258615,13.4011521299973,12.5356544119744
"79",14.7,22.23033334,64.53333333,77.24444444,"6",13.3011909368464,16.4055638244735,15.1246643740492
"80",17.4,31.37244445,64.22222222,78.15555556,"7",19.6832578899607,20.4472911847807,19.1731126313787
"81",20,31.68122222,58.93333333,80.44444444,"8",19.5002437925055,19.0287996753103,18.6225992846551
"82",17.8,21.75266667,49.46666667,85.24444444,"9",12.9288272693131,14.745782935547,14.3307272486529
"83",17.8,17.27866667,44.11111111,87.95555556,"10",10.2337750772931,14.075431970545,12.6763539893427
"84",14.4,16.34611111,40.8,89,"11",12.447572888044,14.016463205442,13.1534407283455
"85",17.2,15.83633334,36.02222222,91.66666667,"12",11.5121619195643,13.0037567009827,13.0101551837711
"86",14.3,15.95966667,34.11111111,92.68888889,"13",12.6795308032839,13.2460604081797,13.1993065265721
"87",21.2,16.41522222,30,94.95555556,"14",12.6125993104748,13.3616996741271,14.1031590267394
"88",16.4,13.59904762,29.66666667,94.95238095,"15",12.124663185918,13.7807316688655,13.8232880793303
"89",20,15.55166667,31.11111111,94.26666667,"16",14.3118135514599,14.6477082852391,15.1372697946835
"90",21.7,19.70466667,34.22222222,91.82222222,"17",17.660133322611,18.921692705022,17.8289055616758
"91",27.8,21.00333334,37.53333333,90.26666667,"18",17.8829531524654,19.2689027758476,18.4879571629112
"92",8.2,12.38582126,49.2826087,83.52173913,"19",10.5286700585944,13.8078013325112,13.5048582022762
"93",9.9,14.03010606,51.84444444,80.77777778,"20",10.5878446398753,14.1128984512264,14.0998814050464
"94",10.3,10.62988889,57.15555556,80,"21",5.99616559821009,12.1386620614578,11.1107086717352
"95",9.8,10.30055556,57.04444444,80,"22",7.00147957613719,12.3567856908467,11.3713259300625
"96",14.4,13.02844445,57.24444444,79.97777778,"23",7.64433941833034,11.7532977908853,11.6217464168856
"97",13.4,14.83,58.08888889,79.17777778,"0",8.43262461542484,12.8330845734075,12.1605545179838
"98",17.7,18.03055556,60.06666667,78.86666667,"1",9.88568660819658,13.4740640928808,13.1394462859176
"99",14.1,16.70544445,61.8,78,"2",8.72902493894266,11.6090514844325,11.7124183841135
"100",11.3,15.55433333,63.84444444,77.26666667,"3",7.12087151560261,11.2775933932766,11.5553901999366
"101",12.7,18.25955556,64.93333333,76.97777778,"4",9.49794813232559,13.7814356065972,12.5337724812889
"102",14.4,22.39488889,65.91111111,76.44444444,"5",12.8784707164704,16.1841002052107,14.9129795671379
"103",21.7,28.67777778,64.48888889,77,"6",18.0901819816329,18.7884451863834,18.5122601483823
"104",25.4,33.69322222,62.57777778,77.35555556,"7",21.7053132694428,19.9413785924845,20.5477683107978
"105",18.1,24.33877778,56.73333333,80.8,"8",14.2713345227864,14.8951190794395,14.9755711385159
"106",21.3,20.84435354,48.5,85.09090909,"9",12.3776891531764,14.4034778106133,13.9068238206243
"107",15.2,18.50733333,45.53333333,86.24444444,"10",10.9704740381447,13.2109403902956,13.1471468929239
"108",17.5,11.97733334,39.15555556,90.4,"11",9.46659035038679,11.7243587471043,11.2734754965812
"109",17.2,13.69333333,34.97777778,93.08888889,"12",10.0536322752012,12.732210905541,12.0502035432733
"110",18.7,18.96966667,34.11111111,93.86666667,"13",14.6891412631722,15.4982796191427,14.6513671631968
"111",16.7,14.11077778,32.75555556,94.51111111,"14",11.1392585137168,13.3366444228174,13.0386368227854
"112",11.8,10.07115217,31.52173913,96,"15",9.81527705383441,12.0468284801455,12.167599451909
"113",14.1,9.530666667,30.17777778,96.8,"16",10.2834775683104,11.1283732353203,12.4474236124666
"114",12.3,12.25155556,33.66666667,94.37777778,"17",12.476366747837,13.4468148735708,14.4439650713785
"115",12.2,13.66766667,38.35555556,91,"18",12.3363355966752,13.7624682483006,15.0326972158857
"116",21.2,21.257,43.11111111,88.55555556,"19",18.3073493469732,18.9282061111556,17.9609030404596
"117",10.5,13.86466667,54.8,82.31111111,"20",10.4597072220991,14.8634838601153,14.030998442891
"118",13.6,16.67844445,61.37777778,80.37777778,"21",9.98313657823866,13.4305868258305,13.7777266018651
"119",16.2,17.53122223,61.68888889,80,"22",11.7883383543937,13.7727729144308,14.6299402126941
"120",19.7,24.52866667,63.75555556,79.55555556,"23",15.1634783171519,16.4016298416789,16.7429732998176
"121",17.3,21.09761364,64.75,79,"0",12.1211624551011,14.5997772985619,14.563797376968
"122",16.6,19.15044445,64.62222222,78.37777778,"1",10.1432242317916,12.6979301558842,13.2589598159385
"123",15.5,17.113,64.77777778,77.24444444,"2",8.5558695110442,10.2775819876962,11.6470457332739
"124",17.4,22.86611111,65.08888889,77.17777778,"3",12.2520440278015,16.2441321341582,14.896922192437
"125",19.2,21.17922223,64.66666667,77.06666667,"4",11.6640848529763,15.4575106254964,13.9029848546596
"126",21.1,25.50945652,64.80434783,76.97826087,"5",15.3218726581514,17.054640936335,16.5238862486438
"127",25.7,31.18211111,64.91111111,76.95555556,"6",19.3477778382421,19.8161098788199,19.3698090879225
"128",30.8,41.35566667,63.2,77.53333333,"7",26.0226645190812,25.1822264177886,24.4194741691692
"129",26.4,35.14011111,57.08888889,80.71111111,"8",23.4048764648107,21.7221809991758,20.3727102788451
"130",14.3,22.57077778,51.68888889,83.53333333,"9",12.9721561774739,16.4613805519332,14.5819194048607
"131",14.4,17.275,44.28888889,88.11111111,"10",10.2290367509652,14.071067959035,12.6765916733254
"132",14.2,16.09911111,38.44444444,91.6,"11",12.6221631533857,13.6037365722327,13.0949435409797
"133",18.2,18.74311112,34.71111111,94.02222222,"12",13.7030025484637,14.8457285427216,14.4414026890186
"134",18.3,16.82922222,32.8,95.68888889,"13",13.2591029978478,13.9290628753782,13.7298371233943
"135",18.8,14.82755556,32.06666667,95.88888889,"14",11.6430126164905,13.5191003101021,13.4325473124499
"136",20.6,16.30866107,33.2173913,94.7826087,"15",14.1025280606509,15.0674337012288,15.241878178553
"137",19,18.513,33.71111111,93.97777778,"16",16.401727386997,17.68353725382,16.6451781048956
"138",25.3,19.34622222,35.55555556,92.66666667,"17",17.426252929489,18.5982533785653,17.7262571254907
"139",24.3,22.16966667,43.97777778,87.51111111,"18",18.3603447944767,19.1291796160434,19.124136301864
"140",16.9,19.86749472,51.06818182,83.40909091,"19",15.8320153050327,17.3454856645249,17.0767598214484
"141",31.8,26.09644445,55.86666667,82.95555556,"20",19.3949131040664,19.7264563539977,20.1750981980662
"142",29.1,28.42233334,64.15555556,79.97777778,"21",17.9459612394946,18.8460821929566,18.9990974263318
"143",25.5,28.79666667,65.26666667,79.88888889,"22",19.3386459122464,20.5594912269444,19.4736533975408
"144",26.8,26.19144445,63.93333333,79.55555556,"23",16.3239661662336,17.7321658679963,17.5223622867621
"145",25.1,29.253,63.95555556,79.02222222,"0",17.8963966177519,18.2413341293344,18.3274542387786
"146",18.7,20.44744445,63.48888889,78.42222222,"1",11.2101760014921,14.1400488689339,13.945681095096
"147",13.4,15.52877778,61.97777778,78.95555556,"2",8.03761091589109,11.8698178563742,11.3046578412589
"148",12.5,16.06266667,60.82222222,79,"3",8.15348322073788,11.7942896609774,12.1582357686047
"149",12.5,13.52866667,60.68888889,78.35555556,"4",6.79492055242504,10.1280931545169,10.810899095863
"150",13.4,15.67411112,61.88888889,78,"5",8.80598387236909,12.2240174283234,12.2785202484624
"151",21.6,29.59666667,60.8,78,"6",19.4457186657686,19.3950526848881,19.4626886208676
"152",22.1,30.00766667,59.73333333,78.66666667,"7",19.9577897393058,20.3288543457178,19.3295032375926
"153",17.9,24.55655556,56.24444444,80.62222222,"8",14.4697441264801,15.0794069578686,15.1194246658041
"154",16.8,16.78811112,50.06666667,83.68888889,"9",8.96810692966271,12.5959066488976,11.8948550880326
"155",18.6,13.87544445,47.08888889,85.35555556,"10",7.47504069114418,11.6284125729732,11.0859531687149
"156",19.8,11.401,42.82222222,88.26666667,"11",8.60161353928069,11.6181297521905,10.9917778576141
"157",15.8,12.66788889,40.6,89.91111111,"12",8.78373148195519,12.0638501058506,11.5282135172266
"158",14.8,11.47555556,37.91111111,91.95555556,"13",9.17167078464107,12.515829862599,11.1831205159525
"159",20.1,12.16666667,33.26666667,95.28888889,"14",9.86520727829505,11.7308387506968,12.1779349039869
"160",17.4,9.367666667,31.62222222,95.97777778,"15",9.33030235331904,12.964716793805,11.8171369585466
"161",13.8,11.04533333,35.06666667,93.77777778,"16",11.0733542611487,12.41082998339,13.1061532561589
"162",20.9,14.24811111,35.46666667,93.26666667,"17",13.8696094616607,16.289816540148,15.3413380756701
"163",25,21.634,38.57777778,90.86666667,"18",18.3679753019592,18.063082778486,18.8748593995331
"164",17.8,21.67588889,54.11111111,86.02222222,"19",17.3892119696824,17.8463694577389,17.9301667470213
"165",38.4,46.284,59.33333333,85,"20",36.4316903183268,37.2384393906317,35.6214445957013
"166",46.2,53.82022222,61.26666667,83.75555556,"21",44.3030065936903,46.3506250617386,45.3971790903025
"167",20.6,27.78533334,67.11111111,79.84444444,"22",18.443870252547,18.5280374289092,18.8819756546278
"168",22.9,28.18355556,69.88888889,78.71111111,"23",16.898121204909,17.7468569654527,17.8566535149908
"169",23.8,25.74011111,69.73333333,79,"0",14.8936023149815,16.0693956822626,16.267803914984
"170",20.5,21.03755556,70.04444444,78,"1",10.8666052581441,14.5781886712068,13.7138915974422
"171",23,18.916,69.55555556,78,"2",9.487900147347,13.0880176007513,12.2907862562885
"172",14.6,14.79033334,68.57777778,78,"3",6.19285897089215,10.5975966126795,11.0327319031907
"173",14.1,13.086,67.26666667,78,"4",5.68532450321635,9.68381781359256,10.1017541505854
"174",16.3,15.69888889,66.8,78,"5",8.32901210980241,12.3712097040058,11.8903651500957
"175",19.5,28.32433333,66.73333333,77.97777778,"6",17.6296132870624,18.1162833808313,18.132952146538
"176",20.6,30.17611111,64.68888889,78.8,"7",18.8913167283453,18.8198227449502,18.6904681027567
"177",16.6,16.25,58.93333333,80.93333333,"8",8.12802573584851,12.0037077520382,10.9929359008637
"178",13.3,14.01066667,54.62222222,82.6,"9",6.19374647475292,9.58991460939421,10.3261358801964
"179",14.8,14.12666667,49.35555556,85.68888889,"10",7.55336171729753,11.5494897868583,11.1640722111039
"180",19.9,12.62788889,43.95555556,88.68888889,"11",9.51374946516039,12.0915380011065,11.5479058033488
"181",15.7,12.30055556,41.95555556,90.13333333,"12",8.50631581434435,12.1189542294185,11.3754795313555
"182",16.6,12.58577778,40.4,91.28888889,"13",9.79529869227756,12.737782038688,11.7217247638847
"183",13.9,12.42711111,39.17777778,92.64444444,"14",9.81004945915494,11.8843729520868,12.2765319768037
"184",20,12.84477273,36.13636364,94.81818182,"15",11.8112066139842,12.6074923480672,13.6201471559525
"185",20.4,20.64066667,37.91111111,93.86666667,"16",17.9705351871627,18.5672175221638,17.7309769737493
"186",20.8,19.75211111,42.53333333,89.88888889,"18",16.8479957710821,19.1035245259229,18.0120835429172
"187",25.4,30.06554348,43.95652174,88.39130435,"19",26.7095041187717,23.8301814732912,23.7966521342864
"188",27,31.26088889,46,87.44444444,"20",26.1331391587962,24.8036386983968,24.1650757548212
"189",36.1,33.32477778,49,86.35555556,"21",27.1326005767952,25.5021154121096,25.5367879694408
"190",22.6,24.46197675,57.65116279,81.95348837,"22",17.6421594632806,18.6002593732989,18.6837772363171
"191",21.7,19.78255556,62.35555556,79.84444444,"23",11.9717583410515,15.2913255812642,14.5599723261401
"192",14.4,19.501,67.66666667,78.15555556,"0",10.4876696227372,13.3244347338932,13.4883586828778
"193",15.2,14.48811111,69.13333333,78,"1",6.22405278701518,11.4885723973244,10.7677680544631
"194",13,16.70044445,70.42222222,77.62222222,"2",7.71256130585058,11.8621899115438,11.230745725153
"195",10,12.278,69.53333333,77,"3",4.0795067559823,9.99843773207463,9.74291088539569
"196",13.7,15.93022223,69.28888889,77,"4",7.33869525218396,10.7612253869354,11.1721857406842
"197",17.1,18.22766667,68.28888889,77,"5",9.77651445738594,14.0914300012078,12.8328926109283
"198",21.5,24.91955556,67.11111111,77.06666667,"6",14.9321362041818,17.2623716377482,16.2727200724671
"199",20.5,29.74011111,68.26666667,77,"7",17.7266861599646,19.8963690040228,17.8761517122847
"200",19.8,30.57655556,66.86666667,77.75555556,"8",17.0035168283891,19.5075011068675,16.825987507926
"201",16.3,27.12733334,60.95555556,80.97777778,"9",14.7388903534381,17.3143825581862,15.8077741576986
"202",13.8,18.61366667,55.13333333,83.77777778,"10",9.98317857467158,13.9958554124132,12.980085166004
"203",9.9,19.52377778,52.53333333,85.24444444,"11",13.2428578386133,13.9166787494024,14.4222079172572
"204",13.3,19.07844445,46.4,88.77777778,"12",13.1982479722025,15.4069382436088,14.5800076737881
"205",15.8,16.435,42.44444444,90.51111111,"13",12.4562698621153,13.6297376716587,13.4491642319554
"206",10.6,13.87588889,39,92.66666667,"14",10.8706572567894,13.4771921192824,12.9472842545611
"207",13.1,13.626,36.62222222,93.82222222,"15",12.3232093779035,14.3920722381484,13.9694963811889
"208",18.2,15.73911111,35.82222222,93.8,"16",14.5447744768863,15.7027291460808,15.3401338668322
"209",33.9,28.82888889,39.88888889,91.17777778,"17",23.8178176028064,23.5340507186827,22.4738258808889
"210",28.5,27.1583721,55.23255814,85.41860465,"18",21.060841450248,21.6904306447049,21.339147116512
"211",10.6,17.75613637,69.81818182,78.52272727,"19",11.1175107944039,15.9494923277224,14.1025876397979
"212",13.6,18.37733333,71.08888889,77.02222222,"20",11.0477724433598,15.8140643152766,14.2218539157651
"213",15.8,17.74133333,70.46666667,77,"21",9.0493192036725,14.1655419266893,13.2339095041926
"214",13.3,15.87566667,68.4,77,"22",9.25512944648461,12.7580861055673,12.9651012169274
"215",18.4,15.807,66.84444444,77,"23",8.0568527611662,11.3421836729339,11.9531586796187
"216",13.9,16.11671717,67.08888889,77,"0",7.89624621799365,11.6694056653893,11.8530536890888
"217",12.6,14.34911111,67.22222222,77,"1",6.13624041355691,10.1459586695678,10.7271074406947
"218",14.4,21.56293479,67.84782609,76.34782609,"2",11.2808525451332,13.0835377495137,13.3514454408241
"219",12,14.53811111,67.86666667,76,"3",5.70200512357322,10.9928899027243,10.7357394923365
"220",7.8,13.35933334,67.68888889,76,"4",5.45710044055547,10.748949953354,9.95199952336518
"221",12.3,19.91655556,67.88888889,75.22222222,"5",10.6444240520522,13.8125258759891,13.4280569861693
"222",17.2,23.17988889,68.22222222,75,"6",13.1541681208822,15.9322947208947,15.0855475364187
"223",21.5,34.02533334,65.62222222,76.35555556,"7",20.9771646915722,21.6160110666465,20.0197624426674
"224",21.1,26.24977778,61.57777778,78,"8",14.6663761512679,15.2757615038774,15.2699806248231
"225",10.4,16.91622222,59.44444444,79.31111111,"9",7.31919087346425,11.7553125414725,11.0093489751079
"226",21.5,15.45055556,52.97777778,82.84444444,"10",7.81725849549826,10.8320453416771,11.6373876110492
"227",16.3,16.64955556,50.75555556,84.51111111,"11",11.1904527038582,13.0398592722407,13.2004759380958
"228",13.7,15.34611111,45.4,87.93333333,"12",10.40003858829,12.3769713145497,12.7956229223056
"229",14.4,16.13322223,45.06666667,88.28888889,"13",11.9008980132149,13.9468657043526,13.2666235659336
"230",18.2,13.64466667,42.6,89.97777778,"14",10.3255792376376,12.6570561384277,12.7747412497958
"231",13.3,11.28211111,44.91111111,87.11111111,"15",10.1117605035833,12.9371054819362,12.7407909109933
"232",15.6,12.52633334,47.06666667,86.33333333,"16",10.3026818414441,12.6714396834065,13.3989644007509
"233",11.2,10.022,48.28888889,85.66666667,"17",9.75766976004255,13.8442686904245,13.3150302819142
"234",16,13.10455556,50.46666667,84.13333333,"18",11.0497348716289,14.851110675149,14.552553913551
"235",20,17.81888889,55.06666667,81.91111111,"19",13.5209822123634,16.291265242447,15.7843993223232
"236",13,16.27255556,57.15555556,80.22222222,"20",11.502478181114,15.4970153481693,14.7334376296944
"237",13,11.48688889,59.48888889,78.55555556,"21",6.08505144325837,11.6529653186921,11.1799623835375
"238",10.4,9.776333334,62.86666667,77.73333333,"22",5.59243147346163,10.5217980222,10.424040110486
"239",14,12.25611112,66.42222222,77.08888889,"23",5.57799974832494,10.7156526943012,10.3205586481476
"240",9.7,10.81344445,66.84444444,76.97777778,"0",4.15306368992298,9.84322489960591,9.40203416131421
"241",11.2,10.62033333,66.4,76.97777778,"1",3.50330526579956,8.90529869860264,9.05931915997003
"242",7.8,9.723320707,66.13636364,76.09090909,"2",2.82195170355144,9.20686737748827,8.22889008526225
"243",12.6,13.09239131,66.86956522,76.04347826,"3",4.77456063482098,10.551225687299,10.140744985043
"244",13.3,15.05928572,67,76,"4",6.76638671499434,11.4278547414614,10.803018324982
"245",13,16.46511111,67.26666667,75.17777778,"5",8.22980381141248,11.0404621389352,11.8854502013258
"246",17.1,24.24011111,67.57777778,75.08888889,"6",14.0080434443728,15.6729809713444,15.7118133089171
"247",26.2,33.68566667,65.68888889,76,"7",20.6448084442011,21.9568426031516,19.7813913203072
"248",14.5,23.50077778,62.66666667,77.15555556,"8",12.4185153785955,15.2914967546744,13.6880861647926
"249",16.9,19.38744445,55.06666667,80.84444444,"9",9.84710096142243,13.322392520772,12.5936217783679
"250",15.3,19.82611111,54.22222222,81.31111111,"10",10.6879053679584,14.5497203198622,13.3654682853229
"251",15.9,21.103,50.6,83.53333333,"11",14.2669638534391,14.7220331470174,15.1131959615779
"252",18.1,20.09522222,46.57777778,85.97777778,"12",13.5135856801001,14.977303583285,14.9413975456504
"253",19.7,16.853,45.95555556,86.68888889,"13",12.0348907456714,14.7032731095561,13.5277025521632
"254",18,16.98011112,48.91111111,84.82222222,"14",11.7404560685256,14.5994313486955,14.1298848619609
"255",14.6,11.17777778,48.84444444,84.26666667,"15",9.36846888224252,13.4616322380264,12.673410942521
"256",17.9,13.77144445,48.08888889,84.77777778,"16",10.8151238605683,13.5327194957299,13.6762670407625
"257",15.7,14.41715909,49.54545455,83.38636364,"17",12.4895974294837,15.8430180229161,15.0693684348203
"258",17.3,20.58457265,56.25,80.55555556,"18",15.1638206475758,17.7283635329812,17.2366132956561
"259",17.7,18.80637561,56,79.21621622,"19",13.5739094301335,16.9235629045693,15.9314559818702
"260",16.2,20.70877632,64.94736842,77.15789474,"20",13.4050235866031,15.8494762023519,15.8512531096201
"261",20.3,18.75069491,72,75.30232558,"21",9.24483053623511,13.0371721072565,13.3353499690034
"262",9.2,15.37917283,74.15909091,74.11363636,"22",7.67041817790408,12.7511985763764,12.0279463827652
"263",7.6,14.52431818,74.06818182,73.97727273,"23",5.75299776407456,12.2446788658738,10.6101843819154
"264",10.3,14.81431722,74.78378378,73.16216216,"0",5.30393400126561,9.42445944580574,10.2377812763185
"265",13.6,17.22813044,74.65217391,72.56521739,"1",6.57787314740327,11.5514480592439,11.1593447001943
"266",6.4,20.28208276,60.48,79.48,"10",10.0689036976078,13.0870666837574,12.8739501988269
"267",24,20.7164795,55.45454545,81.48484848,"11",13.1262594605419,14.2618806384296,14.5048809410253
"268",20.9,20.20914502,51.23809524,83.5,"12",12.8359506959027,14.8848914441762,14.5452350917178
"269",27.4,19.5145303,46.54545455,85.84090909,"13",13.751413443874,15.506958896406,14.6998994881135
"270",28.7,20.88322223,46.11111111,85.73333333,"14",14.9521062281743,16.8296765673593,15.9911542212249
"271",20.4,19.326,47.95555556,84.26666667,"15",15.3375390868479,15.3698605195347,16.4715894993986
"272",19.5,15.17,49.33333333,84.4,"16",11.6336715086694,14.8542249707175,14.1893409080933
"273",25.6,20.66933334,51.33333333,82.84444444,"17",16.8166890176175,17.5232517932123,17.9692681708507
"274",30,27.74811111,52.82222222,81.97777778,"18",20.991913808904,20.8753106486902,21.4024695033403
"275",23,26.22722222,59.91111111,79.53333333,"19",18.8230436726587,18.9999303584982,19.4426082512695
"276",23.4,28.86555556,64.6,77.71111111,"20",19.351668485562,20.3640262821356,19.8373872095462
