"","BAM","PA_CF_1","PA_RH","PA_Temp","hour","h2o_dl","cvpreds","h2o_dl_m"
"55",17.5,24.51411111,64.13333333,77.11111111,"6",14.3665153656955,15.5638556640007,16.6136527566744
"56",21.7,31.13755556,63.06666667,78.04444444,"7",17.4168094816189,18.661400398121,18.0246177120028
"57",21.7,29.54111111,58.86666667,80.02222222,"8",16.0241541688963,17.9810016705622,17.1449860449009
"58",23.7,23.49422223,49.42222222,85.4,"9",12.4231822855626,13.2211615875807,16.2271806112458
"59",14,22.62955556,47.6,86.33333333,"10",11.3452018613022,15.5959968296909,16.8098189538339
"60",17.5,19.97055556,41.33333333,90.33333333,"11",12.4761077856902,13.6634686891222,17.2556648114441
"61",13.1,15.37455556,38.64444444,91.46666667,"12",11.223348607695,13.3973808769848,14.5242865277614
"62",15.4,16.30022223,35.13333333,94.24444444,"13",12.8268063878098,13.6404957134764,15.6791070539834
"63",20.7,15.20822223,31.71111111,96.2,"14",11.9182295048198,14.4840971029592,15.0366383771283
"64",21.7,17.92166667,32.04444444,96.13333333,"15",14.7933745410755,15.0369824918416,17.4045061863901
"65",24.8,20.13,32.17777778,95.88888889,"16",18.3564952747462,19.0031463914373,18.1553320266379
"66",23.7,19.24811112,34.26666667,93.4,"17",17.0906306262771,17.33457932577,18.993521774311
"67",26.9,33.87277778,36.91111111,91.35555556,"18",26.9997763369616,26.1744825914473,24.865248677501
"68",22.4,25.45988889,40.88888889,88.88888889,"19",23.2663791995509,22.1047904261172,20.9126508383968
"69",21.9,18.95866667,47.13333333,85.4,"20",16.8081995580394,17.4840259228679,17.6402729938112
"70",12.1,16.91133334,55.51111111,81.15555556,"21",14.6479140779367,13.6952450693388,15.6843205285148
"71",20.5,22.01411111,57.82222222,81.68888889,"22",15.9199384385316,16.0086359621393,18.0220095171119
"72",17.8,16.78711111,55.22222222,82.28888889,"23",12.5015378955784,14.079410961434,15.443848294484
"73",16.2,16.58966667,54.77777778,81.42222222,"0",11.9024097858674,12.2028948604879,14.9481855370158
"74",12.5,13.48188889,58.95555556,80.2,"1",6.20937026719494,10.0319086451256,12.8414395843287
"75",12.3,12.95066667,61.04444444,78.84444444,"2",6.42663597032074,9.95523392700848,11.4355849079578
"76",11.4,13.21277778,61.55555556,78.11111111,"3",6.61897405261686,9.78694676058686,11.7870044456887
"77",11.4,12.43930233,63.62790698,77.72093023,"4",7.67284894851745,9.41834958219016,11.2792918087734
"78",13.1,17.01207318,64.92682927,77,"5",10.1790131030154,9.59996550415681,14.2248357429074
"79",14.7,22.23544445,64.53333333,77.24444444,"6",13.0550725799836,12.810269027663,16.1020889895918
"80",17.4,33.06166667,64.22222222,78.15555556,"7",18.5604670746412,19.9701191454489,18.6379375784153
"81",20,33.69766667,58.93333333,80.44444444,"8",18.1933570214137,19.340143695361,18.4161291584585
"82",17.8,21.83477778,49.46666667,85.24444444,"9",11.1770579023418,15.8049395670627,15.6119384724271
"83",17.8,17.27866667,44.11111111,87.95555556,"10",7.87119884008084,12.5556179182359,14.5967393715601
"84",14.4,16.34611111,40.8,89,"11",9.88272445425225,14.4402730595245,15.547300027563
"85",17.2,15.83633334,36.02222222,91.66666667,"12",11.4963437079467,13.5985844607199,14.9233762846496
"86",14.3,15.95966667,34.11111111,92.68888889,"13",12.1964921099674,14.7603079361132,15.6214324981945
"87",21.2,16.42433334,30,94.95555556,"14",12.4154335605935,13.1677944000275,15.8278177651338
"88",16.4,13.59904762,29.66666667,94.95238095,"15",11.3786549849981,14.5682090946433,15.3073777182513
"89",20,15.55188889,31.11111111,94.26666667,"16",15.3418295071159,15.8577811473454,16.1998170605099
"90",21.7,19.94,34.22222222,91.82222222,"17",17.3513700526404,18.7886203917522,19.2364403717739
"91",27.8,21.15944444,37.53333333,90.26666667,"18",17.3607976780817,19.4657877116635,19.0572457751436
"92",8.2,12.38582126,49.2826087,83.52173913,"19",12.1831007028629,15.1553989754583,14.9016553102091
"93",9.9,14.04834091,51.84444444,80.77777778,"20",12.1918064226763,13.3663198352022,14.6715968139808
"94",10.3,10.62988889,57.15555556,80,"21",10.2116870478965,6.87650487170123,11.7928121943555
"95",9.8,10.30055556,57.04444444,80,"22",7.31995348636468,6.62773570112441,12.2934736754506
"96",14.4,13.02844445,57.24444444,79.97777778,"23",9.78232754430082,11.0295830755928,13.126878217747
"97",13.4,14.83,58.08888889,79.17777778,"0",10.0087361203038,8.46380712320461,13.5235385186742
"98",17.7,18.03077778,60.06666667,78.86666667,"1",9.19438301024209,10.2999359501765,14.9433487405181
"99",14.1,16.70544445,61.8,78,"2",8.94639663913559,11.1449455376081,13.6050835682681
"100",11.3,15.55433333,63.84444444,77.26666667,"3",7.98319107625204,11.0545442363515,12.9087640303014
"101",12.7,18.25955556,64.93333333,76.97777778,"4",11.1597550530387,13.4052336726192,14.5976738092078
"102",14.4,22.39533333,65.91111111,76.44444444,"5",13.4644278150829,15.0965759355752,16.4477476291259
"103",21.7,29.60188889,64.48888889,77,"6",17.1346483717317,17.4256337804231,17.4652703191798
"104",25.4,36.70777778,62.57777778,77.35555556,"7",20.8230823403261,20.9734524562659,20.1460875782405
"105",18.1,24.62922222,56.73333333,80.8,"8",13.6329905094028,14.9538018439192,16.1824333573439
"106",21.3,20.85269697,48.5,85.09090909,"9",10.4331718174067,13.6189129679601,15.2981780225462
"107",15.2,18.53177778,45.53333333,86.24444444,"10",8.3852855271192,14.0015687133257,15.1705787179783
"108",17.5,11.97733334,39.15555556,90.4,"11",7.2079446391545,11.2593691865216,12.9335305593737
"109",17.2,13.71144445,34.97777778,93.08888889,"12",10.3661394767119,12.4880476278294,13.5600854094581
"110",18.7,19.46733333,34.11111111,93.86666667,"13",14.7812660373309,16.8713528610119,17.1801043353166
"111",16.7,14.20177778,32.75555556,94.51111111,"14",10.9434618716958,14.3367952090875,14.8600684495156
"112",11.8,10.07115217,31.52173913,96,"15",9.33642019259296,12.2610364621859,13.2457904822143
"113",14.1,9.530666667,30.17777778,96.8,"16",11.9670754280469,10.1352223586457,12.6755835477272
"114",12.3,12.26944444,33.66666667,94.37777778,"17",12.5509728176385,15.0901031490417,16.0199576212807
"115",12.2,13.673,38.35555556,91,"18",11.9995016275118,15.0175063291798,15.9346841394738
"116",21.2,21.44233334,43.11111111,88.55555556,"19",20.1493190659756,18.5688720317391,19.1534509875086
"117",10.5,13.86466667,54.8,82.31111111,"20",12.4619405313451,13.6162582108841,14.4342235586692
"118",13.6,16.68622222,61.37777778,80.37777778,"21",14.4850957249756,14.0733941188214,15.0300227549328
"119",16.2,17.53422222,61.68888889,80,"22",12.4973436090993,16.3715142267239,16.1643042164752
"120",19.7,24.867,63.75555556,79.55555556,"23",16.076663102087,16.1380709841768,17.0561371943366
"121",17.3,21.09931819,64.75,79,"0",13.3565407783863,13.967527589116,15.8122038773917
"122",16.6,19.15288889,64.62222222,78.37777778,"1",9.79855777603414,15.6073538040282,14.9561669394046
"123",15.5,17.113,64.77777778,77.24444444,"2",9.2794107078814,11.069747553105,13.5473378379351
"124",17.4,22.88877778,65.08888889,77.17777778,"3",12.3138697448769,15.3749985715855,15.8183132678547
"125",19.2,21.18277778,64.66666667,77.06666667,"4",12.9143658074948,14.5810297824395,15.9104916002319
"126",21.1,25.66434783,64.80434783,76.97826087,"5",15.6622946299658,16.5040923076071,17.4071607733183
"127",25.7,33.09355556,64.91111111,76.95555556,"6",18.8811222329022,21.5176184734901,18.3702846494808
"128",30.8,50.779,63.2,77.53333333,"7",28.0770693543009,25.8100760965218,27.4433957701079
"129",26.4,39.535,57.08888889,80.71111111,"8",21.5323465822784,22.6222928299643,20.5671501497383
"130",14.3,22.59244444,51.68888889,83.53333333,"9",11.2249740908988,14.8936938219813,15.5630507856915
"131",14.4,17.27522223,44.28888889,88.11111111,"10",7.89517704204232,12.5560544586869,14.5728087623541
"132",14.2,16.09911111,38.44444444,91.6,"11",10.1067415677775,14.5185720211912,15.6049934404255
"133",18.2,18.82866667,34.71111111,94.02222222,"12",14.1590025732781,15.7822570958862,16.3592668521573
"134",18.3,16.82922222,32.8,95.68888889,"13",13.3727863813085,14.568129415598,15.8772957400512
"135",18.8,14.82755556,32.06666667,95.88888889,"14",11.6187550228797,14.2510050965193,14.9102639334492
"136",20.6,16.30866107,33.2173913,94.7826087,"15",13.4972400484105,15.8189451717475,16.8359617317814
"137",19,18.513,33.71111111,93.97777778,"16",17.1530543634543,16.6317524918042,17.6954349312332
"138",25.3,19.34911111,35.55555556,92.66666667,"17",17.1310955977593,18.4077010741102,19.0601323278187
"139",24.3,22.21411111,43.97777778,87.51111111,"18",18.5761173804365,19.3645455198284,19.3776489705837
"140",16.9,19.87048626,51.06818182,83.40909091,"19",17.8808642360585,19.5421436424825,18.0125076334425
"141",31.8,26.75377778,55.86666667,82.95555556,"20",20.7873019469123,20.1862664050448,19.6919245481199
"142",29.1,29.10833334,64.15555556,79.97777778,"21",21.5972898511786,18.8550307546378,19.0539445539267
"143",25.5,29.81955556,65.26666667,79.88888889,"22",19.5432091594253,18.9212384827854,19.6671853879336
"144",26.8,26.99288889,63.93333333,79.55555556,"23",17.100053735087,16.9598204778859,17.5087025349947
"145",25.1,30.11977778,63.95555556,79.02222222,"0",18.3453690619514,18.1521444317043,18.0499515948462
"146",18.7,20.49011111,63.48888889,78.42222222,"1",10.722507994507,14.3142563914315,15.4741215716932
"147",13.4,15.52877778,61.97777778,78.95555556,"2",8.2238528737635,11.3913776450109,12.9652644147782
"148",12.5,16.06266667,60.82222222,79,"3",8.5449676727089,12.3746757048538,13.4996886267605
"149",12.5,13.52866667,60.68888889,78.35555556,"4",8.44134263689108,9.59786568425504,12.3260937365791
"150",13.4,15.67411112,61.88888889,78,"5",9.68258278688876,11.5785483588507,13.7955863595879
"151",21.6,30.91033333,60.8,78,"6",18.2237461815945,18.6395690337249,18.0295885721082
"152",22.1,31.20666667,59.73333333,78.66666667,"7",17.8387542278471,19.670075203395,18.1848796493215
"153",17.9,24.76944445,56.24444444,80.62222222,"8",13.7148141893644,15.0544320374801,16.2532629397491
"154",16.8,16.79188889,50.06666667,83.68888889,"9",7.15966004632212,10.9848877899469,12.8373474071713
"155",18.6,13.87544445,47.08888889,85.35555556,"10",4.85164733954704,12.0414998155323,12.0994499377622
"156",19.8,11.401,42.82222222,88.26666667,"11",6.60108008267026,10.7449250283513,12.1805245762494
"157",15.8,12.66788889,40.6,89.91111111,"12",8.91741062402708,11.7300969205729,12.7410816105102
"158",14.8,11.47555556,37.91111111,91.95555556,"13",9.18760807221993,11.3609643020042,12.9884167457885
"159",20.1,12.23844445,33.26666667,95.28888889,"14",9.82159943285463,12.0480901318417,13.6378333034762
"160",17.4,9.367666667,31.62222222,95.97777778,"15",8.85810939138179,13.1017924504783,12.8756459637212
"161",13.8,11.04533333,35.06666667,93.77777778,"16",12.4283113266992,12.9801454660718,14.0356925102439
"162",20.9,14.24811111,35.46666667,93.26666667,"17",13.7986207192832,15.4118184811383,17.1330214730364
"163",25,22.50711111,38.57777778,90.86666667,"18",18.7129816452235,20.8273259870492,19.5761918452782
"164",17.8,21.68477778,54.11111111,86.02222222,"19",19.4277914603483,19.1033015094975,18.469323128946
"165",38.4,60.78955556,59.33333333,85,"20",37.6623335338515,38.2662593481477,36.0892442298263
"166",46.2,74.40777778,61.26666667,83.75555556,"21",47.4110349109294,44.8724645648199,43.6886023803007
"167",20.6,28.74277778,67.11111111,79.84444444,"22",18.6752298333163,19.4539176025126,19.29222990986
"168",22.9,29.17011112,69.88888889,78.71111111,"23",16.9765179009543,16.8051118295989,17.8466723793797
"169",23.8,26.47755556,69.73333333,79,"0",15.3643643655185,16.5872140465964,16.766131952741
"170",20.5,21.06077778,70.04444444,78,"1",10.7480366154638,15.2057609160608,15.054010656396
"171",23,18.91888889,69.55555556,78,"2",10.5031446217395,13.0179401570772,14.0612346455372
"172",14.6,14.79033334,68.57777778,78,"3",7.77363604694117,12.2281562828981,12.1550164717191
"173",14.1,13.086,67.26666667,78,"4",8.14955254283163,10.4908973661613,11.2534472936118
"174",16.3,15.69888889,66.8,78,"5",9.28963973467891,12.2926163880138,13.3070018596645
"175",19.5,29.12488889,66.73333333,77.97777778,"6",16.7326406020785,19.9498289509591,17.331089877363
"176",20.6,32.03566667,64.68888889,78.8,"7",18.0153758159415,18.8343737915639,18.3421465541834
"177",16.6,16.25,58.93333333,80.93333333,"8",8.9069326712541,7.50806893517924,12.0441241680084
"178",13.3,14.01066667,54.62222222,82.6,"9",5.03935852342051,8.96638580982076,10.4824991744412
"179",14.8,14.13977778,49.35555556,85.68888889,"10",5.02060906706321,11.194693212837,11.9624795078539
"180",19.9,12.62788889,43.95555556,88.68888889,"11",7.48903766583181,12.2144090913358,12.8524730745285
"181",15.7,12.30055556,41.95555556,90.13333333,"12",8.79814362980432,11.7268126993288,12.3355654464346
"182",16.6,12.58577778,40.4,91.28888889,"13",9.96065441389605,13.5112794519483,13.3512201206352
"183",13.9,12.42711111,39.17777778,92.64444444,"14",9.57706774616783,12.7096758372608,13.8848917594214
"184",20,12.85090909,36.13636364,94.81818182,"15",11.3879364877495,13.6865467188295,14.949945990992
"185",20.4,21.38055556,37.91111111,93.86666667,"16",18.6959200202632,17.2708939228996,18.7607782334255
"186",20.8,20.14577778,42.53333333,89.88888889,"18",17.3750444612162,18.4117970583174,18.8062913678765
"187",25.4,33.42478261,43.95652174,88.39130435,"19",28.4233274808443,26.8071991857075,24.7875794585921
"188",27,32.77444445,46,87.44444444,"20",26.4498570383733,24.9452303155878,24.3308792257947
"189",36.1,36.42344445,49,86.35555556,"21",27.4364595724493,24.7712897483976,23.9962597832577
"190",22.6,25.12906977,57.65116279,81.95348837,"22",17.9599891427939,19.0401845422387,18.7734314437989
"191",21.7,19.81277778,62.35555556,79.84444444,"23",13.6181304145849,14.278050727017,15.9090872178469
"192",14.4,19.50688889,67.66666667,78.15555556,"0",11.9829658073089,15.6185170807068,14.9171514617383
"193",15.2,14.48811111,69.13333333,78,"1",6.64917153596433,12.6047157960772,12.3805532501317
"194",13,16.70044445,70.42222222,77.62222222,"2",9.15642304144226,11.8484809512442,12.8568970026908
"195",10,12.278,69.53333333,77,"3",6.17242216107599,9.72717190546098,10.5839438312589
"196",13.7,15.93933334,69.28888889,77,"4",9.61861673813182,13.6991858520331,12.8219113225006
"197",17.1,18.229,68.28888889,77,"5",10.6225712633118,13.9764601527626,14.5505044697884
"198",21.5,25.16422222,67.11111111,77.06666667,"6",14.5967530957555,17.0139791134278,16.5513803785526
"199",20.5,31.11733334,68.26666667,77,"7",16.703205696401,18.5764164082924,17.8446075252494
"200",19.8,32.20666667,66.86666667,77.75555556,"8",16.0059262398856,17.795364161195,17.3765511018778
"201",16.3,27.37955556,60.95555556,80.97777778,"9",13.4956929628069,15.7816120688671,15.9809683933355
"202",13.8,18.61366667,55.13333333,83.77777778,"10",7.68522355421633,12.6368137600401,14.0717391233384
"203",9.9,19.52377778,52.53333333,85.24444444,"11",10.9598256834476,14.2226831226845,15.5946609119305
"204",13.3,19.07844445,46.4,88.77777778,"12",12.9934454223407,14.6692589086915,15.9940063210069
"205",15.8,16.46444445,42.44444444,90.51111111,"13",12.4532333074393,14.8608992686327,15.2874837033424
"206",10.6,13.87588889,39,92.66666667,"14",10.529740963719,13.0602790161055,14.7648669963103
"207",13.1,13.628,36.62222222,93.82222222,"15",11.7078176953314,13.8118317959539,15.5159697004911
"208",18.2,15.918,35.82222222,93.8,"16",15.5917101729156,16.7484719462779,16.6261784234937
"209",33.9,33.78811111,39.88888889,91.17777778,"17",25.7262945768947,22.7541619594862,23.5751579396611
"210",28.5,28.00744186,55.23255814,85.41860465,"18",22.2740472209578,22.1181005538615,20.5282639821066
"211",10.6,17.82704546,69.81818182,78.52272727,"19",14.3900180075997,11.5911966151524,15.5860452646409
"212",13.6,18.37811111,71.08888889,77.02222222,"20",12.2129135127761,9.31853039587991,15.06711776578
"213",15.8,17.74633334,70.46666667,77,"21",14.9658723195594,14.8072809122314,14.5595284027511
"214",13.3,15.88922223,68.4,77,"22",10.9532952566936,13.7117439091882,14.7395352093471
"215",18.4,15.807,66.84444444,77,"23",11.0937435236356,12.7716336293058,13.6725441556668
"216",13.9,16.11671717,67.08888889,77,"0",9.9080968956667,14.0207055600396,13.2759337505223
"217",12.6,14.34911111,67.22222222,77,"1",6.35983732274612,11.6174047526306,12.4669458899447
"218",14.4,24.42326087,67.84782609,76.34782609,"2",13.8035954868811,14.9421065819751,15.9602946336625
"219",12,14.53811111,67.86666667,76,"3",7.25117171943175,10.410195462691,11.9934477252759
"220",7.8,13.40333334,67.68888889,76,"4",8.03715083723135,10.2125344530235,11.3626247342682
"221",12.3,20.91244445,67.88888889,75.22222222,"5",12.1643561024415,13.4011065474534,15.7256316907227
"222",17.2,23.40766667,68.22222222,75,"6",13.4588520148317,15.7965657009595,16.0008361147722
"223",21.5,37.38344445,65.62222222,76.35555556,"7",20.6009248416712,18.9145889926507,20.2828927182665
"224",21.1,27.01455556,61.57777778,78,"8",14.2649629149345,16.1077280071351,16.2288584219861
"225",10.4,16.91622222,59.44444444,79.31111111,"9",6.46483832626709,10.9931842298556,11.7328137898621
"226",21.5,15.58155556,52.97777778,82.84444444,"10",5.37398368359906,11.6472088341791,12.4691830595968
"227",16.3,16.65055556,50.75555556,84.51111111,"11",9.27953407848106,13.6229331013705,14.4945632657915
"228",13.7,15.34777778,45.4,87.93333333,"12",10.3117941891625,13.4398649407002,13.938817335675
"229",14.4,16.14644445,45.06666667,88.28888889,"13",11.877547336979,13.7125346157405,14.8061826269021
"230",18.2,13.64466667,42.6,89.97777778,"14",9.8269520413542,14.2057615138316,14.5277501259505
"231",13.3,11.28211111,44.91111111,87.11111111,"15",8.86403843019949,12.9707556223877,13.7908198494512
"232",15.6,12.53611111,47.06666667,86.33333333,"16",11.3614347722811,14.0415005106948,14.4248116456697
"233",11.2,10.022,48.28888889,85.66666667,"17",9.77509341467008,12.8644004507424,14.7833869286893
"234",16,13.10488889,50.46666667,84.13333333,"18",11.8461666325837,13.5308712162077,15.5718903968523
"235",20,17.81888889,55.06666667,81.91111111,"19",15.9539301880793,14.9391788581906,16.9858350607396
"236",13,16.27311111,57.15555556,80.22222222,"20",13.4214541805662,14.8630781784772,15.497135885617
"237",13,11.48688889,59.48888889,78.55555556,"21",10.8340174743145,10.4270474203347,12.0123445551271
"238",10.4,9.776333334,62.86666667,77.73333333,"22",6.73099136401684,9.98354069902308,11.3676914760109
"239",14,12.25611112,66.42222222,77.08888889,"23",9.08342210854691,11.2319312858927,11.5591869435723
"240",9.7,10.81344445,66.84444444,76.97777778,"0",6.65449631001022,10.9085427235378,10.0839911049737
"241",11.2,10.62033333,66.4,76.97777778,"1",3.7496084525961,8.44747438868322,10.2858669486474
"242",7.8,9.723320707,66.13636364,76.09090909,"2",4.4078790373199,10.2474869181744,8.85556420578042
"243",12.6,13.09239131,66.86956522,76.04347826,"3",6.37098538412965,10.2586492093852,11.2279379163199
"244",13.3,15.05928572,67,76,"4",9.04431094879805,11.7467664877165,12.4957046839185
"245",13,16.46511111,67.26666667,75.17777778,"5",9.36696165974157,11.3591013222218,13.6396423492381
"246",17.1,25.06588889,67.57777778,75.08888889,"6",14.3965121533864,18.9333425424517,16.3661014919559
"247",26.2,37.04222223,65.68888889,76,"7",20.3334999121749,21.3325799214678,20.1336615468681
"248",14.5,23.61466667,62.66666667,77.15555556,"8",12.3770600218616,13.8014565907902,15.1342388837181
"249",16.9,19.388,55.06666667,80.84444444,"9",8.33692052122055,14.9802575482901,13.6703666650419
"250",15.3,19.84433333,54.22222222,81.31111111,"10",8.09716750013199,14.2295926756296,14.8098273442432
"251",15.9,21.163,50.6,83.53333333,"11",11.7804339920852,15.0286563241174,16.2703069071868
"252",18.1,20.12255556,46.57777778,85.97777778,"12",12.8990953250696,15.5899092347089,16.4353607054788
"253",19.7,16.86,45.95555556,86.68888889,"13",12.0227846510012,13.8903511766015,15.0489786859043
"254",18,16.98011112,48.91111111,84.82222222,"14",10.7442082383156,14.8919026715459,15.7728904064613
"255",14.6,11.17777778,48.84444444,84.26666667,"15",8.16881704705791,12.5583386540006,13.2373380356261
"256",17.9,13.77144445,48.08888889,84.77777778,"16",11.6457917344688,13.6788322988517,14.9871241740811
"257",15.7,14.41715909,49.54545455,83.38636364,"17",12.1657299823668,12.8246434708037,16.78484021494
"258",17.3,20.78834402,56.25,80.55555556,"18",16.4558915441992,16.868180425123,18.051277971211
"259",17.7,19.11549203,56,79.21621622,"19",16.4257600090582,16.1311853687097,17.1731620426414
"260",16.2,20.71426316,64.94736842,77.15789474,"20",14.5369217425934,17.0861267587468,16.5045163077098
"261",20.3,18.77296235,72,75.30232558,"21",15.6604445354237,13.4859808742324,14.815703705529
"262",9.2,15.3803092,74.15909091,74.11363636,"22",10.462783615051,13.6542342204053,13.9704779533367
"263",7.6,14.56625,74.06818182,73.97727273,"23",10.2047577210033,5.74788241310639,12.2129668788332
"264",10.3,14.85953058,74.78378378,73.16216216,"0",8.26930254213434,12.2421472241919,11.7390690292524
"265",13.6,17.22813044,74.65217391,72.56521739,"1",7.90156319129043,13.8816161224936,13.2748070966795
"266",6.4,20.28606897,60.48,79.48,"10",8.00895284310396,13.8873833394996,14.3139047625832
"267",24,20.71678253,55.45454545,81.48484848,"11",10.9476940408234,14.2964079777065,15.5583503283148
"268",20.9,20.24083875,51.23809524,83.5,"12",12.1650560824845,11.9704258176069,15.9133104600406
"269",27.4,19.52788131,46.54545455,85.84090909,"13",13.5018807748733,13.9284075223615,16.1552022520151
"270",28.7,20.91477778,46.11111111,85.73333333,"14",13.3682014300393,16.7497039048639,17.539449724787
"271",20.4,19.41088889,47.95555556,84.26666667,"15",13.2388431259281,15.3589494207466,17.2080222735637
"272",19.5,15.17055556,49.33333333,84.4,"16",12.4260906130501,15.1963461186962,15.5570395597644
"273",25.6,20.81911111,51.33333333,82.84444444,"17",16.2221791541916,18.5140036874191,18.4630317187801
"274",30,28.18133334,52.82222222,81.97777778,"18",21.9548750093217,20.9622265188446,20.1905816600101
"275",23,26.43222222,59.91111111,79.53333333,"19",21.0354703795626,18.9497000153837,18.9818820340803
"276",23.4,29.52266667,64.6,77.71111111,"20",19.3142685705655,19.0833214114631,18.9765378932791
